"Word","lemme","cgram","freqlemlivres"
"espions","espion","NOM","11.28"
"estrade","estrade","NOM","11.28"
"estrades","estrade","NOM","11.28"
"fouille","fouille","NOM","11.28"
"fouilles","fouille","NOM","11.28"
"lard","lard","NOM","11.28"
"lards","lard","NOM","11.28"
"négociation","négociation","NOM","11.28"
"négociations","négociation","NOM","11.28"
"récréation","récréation","NOM","11.28"
"récréations","récréation","NOM","11.28"
"syllabe","syllabe","NOM","11.28"
"syllabes","syllabe","NOM","11.28"
"bougre","bougre","NOM","11.22"
"bougres","bougre","NOM","11.22"
"complaisance","complaisance","NOM","11.22"
"complaisances","complaisance","NOM","11.22"
"destinée","destinée","NOM","11.22"
"destinées","destinée","NOM","11.22"
"invasion","invasion","NOM","11.22"
"invasions","invasion","NOM","11.22"
"métamorphose","métamorphose","NOM","11.22"
"métamorphoses","métamorphose","NOM","11.22"
"parade","parade","NOM","11.22"
"parades","parade","NOM","11.22"
"poussée","poussée","NOM","11.22"
"poussées","poussée","NOM","11.22"
"brutalité","brutalité","NOM","11.15"
"brutalités","brutalité","NOM","11.15"
"carabine","carabine","NOM","11.15"
"carabines","carabine","NOM","11.15"
"divorce","divorce","NOM","11.15"
"divorces","divorce","NOM","11.15"
"développement","développement","NOM","11.15"
"développements","développement","NOM","11.15"
"obsession","obsession","NOM","11.15"
"obsessions","obsession","NOM","11.15"
"parcelle","parcelle","NOM","11.15"
"parcelles","parcelle","NOM","11.15"
"plate-forme","plate-forme","NOM","11.15"
"plates-formes","plate-forme","NOM","11.15"
"simple","simple","NOM","11.15"
"simples","simple","NOM","11.15"
"sécheresse","sécheresse","NOM","11.15"
"sécheresses","sécheresse","NOM","11.15"
"traduction","traduction","NOM","11.15"
"traductions","traduction","NOM","11.15"
"coupure","coupure","NOM","11.08"
"coupures","coupure","NOM","11.08"
"devant","devant","NOM","11.08"
"devants","devant","NOM","11.08"
"intuition","intuition","NOM","11.08"
"intuitions","intuition","NOM","11.08"
"n","ne","NOM","11.08"
"rousse","roux","NOM","11.08"
"rousses","roux","NOM","11.08"
"roux","roux","NOM","11.08"
"barman","barman","NOM","11.01"
"barmans","barman","NOM","11.01"
"barmen","barman","NOM","11.01"
"brousse","brousse","NOM","11.01"
"brousses","brousse","NOM","11.01"
"cognac","cognac","NOM","11.01"
"cognacs","cognac","NOM","11.01"
"provocation","provocation","NOM","11.01"
"provocations","provocation","NOM","11.01"
"raie","raie","NOM","11.01"
"raies","raie","NOM","11.01"
"tilleul","tilleul","NOM","11.01"
"tilleuls","tilleul","NOM","11.01"
"tranquillité","tranquillité","NOM","11.01"
"tranquillités","tranquillité","NOM","11.01"
"artifice","artifice","NOM","10.95"
"artifices","artifice","NOM","10.95"
"attachement","attachement","NOM","10.95"
"attachements","attachement","NOM","10.95"
"gouttière","gouttière","NOM","10.95"
"gouttières","gouttière","NOM","10.95"
"lucidité","lucidité","NOM","10.95"
"lucidités","lucidité","NOM","10.95"
"malice","malice","NOM","10.95"
"malices","malice","NOM","10.95"
"piqûre","piqûre","NOM","10.95"
"piqûres","piqûre","NOM","10.95"
"résidence","résidence","NOM","10.95"
"résidences","résidence","NOM","10.95"
"soumission","soumission","NOM","10.95"
"soumissions","soumission","NOM","10.95"
"surplus","surplus","NOM","10.95"
"température","température","NOM","10.95"
"températures","température","NOM","10.95"
"verdure","verdure","NOM","10.95"
"verdures","verdure","NOM","10.95"
"émission","émission","NOM","10.95"
"émissions","émission","NOM","10.95"
"axe","axe","NOM","10.88"
"axes","axe","NOM","10.88"
"clochard","clochard","NOM","10.88"
"clocharde","clochard","NOM","10.88"
"clochardes","clochard","NOM","10.88"
"clochards","clochard","NOM","10.88"
"dictionnaire","dictionnaire","NOM","10.88"
"dictionnaires","dictionnaire","NOM","10.88"
"député","député","NOM","10.88"
"députée","député","NOM","10.88"
"députés","député","NOM","10.88"
"ferveur","ferveur","NOM","10.88"
"ferveurs","ferveur","NOM","10.88"
"fraction","fraction","NOM","10.88"
"fractions","fraction","NOM","10.88"
"habileté","habileté","NOM","10.88"
"habiletés","habileté","NOM","10.88"
"rade","rade","NOM","10.88"
"rades","rade","NOM","10.88"
"sillage","sillage","NOM","10.88"
"sillages","sillage","NOM","10.88"
"énigme","énigme","NOM","10.88"
"énigmes","énigme","NOM","10.88"
"arête","arête","NOM","10.81"
"arêtes","arête","NOM","10.81"
"casino","casino","NOM","10.81"
"casinos","casino","NOM","10.81"
"citron","citron","NOM","10.81"
"citrons","citron","NOM","10.81"
"entente","entente","NOM","10.81"
"ententes","entente","NOM","10.81"
"goulot","goulot","NOM","10.81"
"goulots","goulot","NOM","10.81"
"néon","néon","NOM","10.81"
"néons","néon","NOM","10.81"
"organisme","organisme","NOM","10.81"
"organismes","organisme","NOM","10.81"
"peigne","peigne","NOM","10.81"
"peignes","peigne","NOM","10.81"
"réverbère","réverbère","NOM","10.81"
"réverbères","réverbère","NOM","10.81"
"souveraineté","souveraineté","NOM","10.81"
"souverainetés","souveraineté","NOM","10.81"
"artisan","artisan","NOM","10.74"
"artisane","artisan","NOM","10.74"
"artisans","artisan","NOM","10.74"
"cible","cible","NOM","10.74"
"cibles","cible","NOM","10.74"
"comédien","comédien","NOM","10.74"
"comédienne","comédien","NOM","10.74"
"comédiennes","comédien","NOM","10.74"
"comédiens","comédien","NOM","10.74"
"consolation","consolation","NOM","10.74"
"consolations","consolation","NOM","10.74"
"entourage","entourage","NOM","10.74"
"entourages","entourage","NOM","10.74"
"métropole","métropole","NOM","10.74"
"métropoles","métropole","NOM","10.74"
"nuée","nuée","NOM","10.74"
"nuées","nuée","NOM","10.74"
"patate","patate","NOM","10.74"
"patates","patate","NOM","10.74"
"peloton","peloton","NOM","10.74"
"pelotons","peloton","NOM","10.74"
"clôture","clôture","NOM","10.68"
"clôtures","clôture","NOM","10.68"
"craie","craie","NOM","10.68"
"craies","craie","NOM","10.68"
"détente","détente","NOM","10.68"
"détentes","détente","NOM","10.68"
"fagot","fagot","NOM","10.68"
"fagots","fagot","NOM","10.68"
"habitué","habitué","NOM","10.68"
"habituée","habitué","NOM","10.68"
"habituées","habitué","NOM","10.68"
"habitués","habitué","NOM","10.68"
"mannequin","mannequin","NOM","10.68"
"mannequins","mannequin","NOM","10.68"
"marais","marais","NOM","10.68"
"naïveté","naïveté","NOM","10.68"
"naïvetés","naïveté","NOM","10.68"
"prétention","prétention","NOM","10.68"
"prétentions","prétention","NOM","10.68"
"refrain","refrain","NOM","10.68"
"refrains","refrain","NOM","10.68"
"versant","versant","NOM","10.68"
"versants","versant","NOM","10.68"
"zèle","zèle","NOM","10.68"
"zèles","zèle","NOM","10.68"
"îlot","îlot","NOM","10.68"
"îlots","îlot","NOM","10.68"
"association","association","NOM","10.61"
"associations","association","NOM","10.61"
"aïeul","aïeul","NOM","10.61"
"aïeule","aïeul","NOM","10.61"
"aïeules","aïeul","NOM","10.61"
"aïeuls","aïeul","NOM","10.61"
"aïeux","aïeul","NOM","10.61"
"curieuse","curieux","NOM","10.61"
"curieuses","curieux","NOM","10.61"
"curieux","curieux","NOM","10.61"
"enceinte","enceinte","NOM","10.61"
"enceintes","enceinte","NOM","10.61"
"flûte","flûte","NOM","10.61"
"flûtes","flûte","NOM","10.61"
"hameau","hameau","NOM","10.61"
"hameaux","hameau","NOM","10.61"
"lycéen","lycéen","NOM","10.61"
"lycéenne","lycéen","NOM","10.61"
"lycéennes","lycéen","NOM","10.61"
"lycéens","lycéen","NOM","10.61"
"prophète","prophète","NOM","10.61"
"prophètes","prophète","NOM","10.61"
"prophétesse","prophète","NOM","10.61"
"préjugé","préjugé","NOM","10.61"
"préjugés","préjugé","NOM","10.61"
"ralenti","ralenti","NOM","10.61"
"ralentis","ralenti","NOM","10.61"
"renaissance","renaissance","NOM","10.61"
"renaissances","renaissance","NOM","10.61"
"sortir","sortir","NOM","10.61"
"va-et-vient","va-et-vient","NOM","10.61"
"bourdonnement","bourdonnement","NOM","10.54"
"bourdonnements","bourdonnement","NOM","10.54"
"bus","bus","NOM","10.54"
"caverne","caverne","NOM","10.54"
"cavernes","caverne","NOM","10.54"
"chameau","chameau","NOM","10.54"
"chameaux","chameau","NOM","10.54"
"chamelle","chameau","NOM","10.54"
"chamelles","chameau","NOM","10.54"
"colis","colis","NOM","10.54"
"complet","complet","NOM","10.54"
"complets","complet","NOM","10.54"
"couture","couture","NOM","10.54"
"coutures","couture","NOM","10.54"
"froissement","froissement","NOM","10.54"
"froissements","froissement","NOM","10.54"
"pensionnaire","pensionnaire","NOM","10.54"
"pensionnaires","pensionnaire","NOM","10.54"
"préparation","préparation","NOM","10.54"
"préparations","préparation","NOM","10.54"
"rapidité","rapidité","NOM","10.54"
"rapidités","rapidité","NOM","10.54"
"ressemblance","ressemblance","NOM","10.54"
"ressemblances","ressemblance","NOM","10.54"
"souche","souche","NOM","10.54"
"souches","souche","NOM","10.54"
"sous-sol","sous-sol","NOM","10.54"
"sous-sols","sous-sol","NOM","10.54"
"éternel","éternel","NOM","10.54"
"éternelle","éternel","NOM","10.54"
"éternelles","éternel","NOM","10.54"
"éternels","éternel","NOM","10.54"
"apprentissage","apprentissage","NOM","10.47"
"apprentissages","apprentissage","NOM","10.47"
"carriole","carriole","NOM","10.47"
"carrioles","carriole","NOM","10.47"
"coquillage","coquillage","NOM","10.47"
"coquillages","coquillage","NOM","10.47"
"fermeté","fermeté","NOM","10.47"
"galère","galer","NOM","10.47"
"galères","galer","NOM","10.47"
"grenouille","grenouille","NOM","10.47"
"grenouilles","grenouille","NOM","10.47"
"impasse","impasse","NOM","10.47"
"impasses","impasse","NOM","10.47"
"itinéraire","itinéraire","NOM","10.47"
"itinéraires","itinéraire","NOM","10.47"
"lande","lande","NOM","10.47"
"landes","lande","NOM","10.47"
"lieue","lieue","NOM","10.47"
"lieues","lieue","NOM","10.47"
"méditation","méditation","NOM","10.47"
"méditations","méditation","NOM","10.47"
"patrouille","patrouille","NOM","10.47"
"patrouilles","patrouille","NOM","10.47"
"prochain","prochain","NOM","10.47"
"prochaine","prochain","NOM","10.47"
"prochaines","prochain","NOM","10.47"
"prochains","prochain","NOM","10.47"
"trot","trot","NOM","10.47"
"trots","trot","NOM","10.47"
"arrestation","arrestation","NOM","10.41"
"arrestations","arrestation","NOM","10.41"
"concentration","concentration","NOM","10.41"
"concentrations","concentration","NOM","10.41"
"coudrier","coudrier","NOM","10.41"
"coudriers","coudrier","NOM","10.41"
"mythe","mythe","NOM","10.41"
"mythes","mythe","NOM","10.41"
"pâleur","pâleur","NOM","10.41"
"pâleurs","pâleur","NOM","10.41"
"ronflement","ronflement","NOM","10.41"
"ronflements","ronflement","NOM","10.41"
"roulement","roulement","NOM","10.41"
"roulements","roulement","NOM","10.41"
"vocabulaire","vocabulaire","NOM","10.41"
"vocabulaires","vocabulaire","NOM","10.41"
"voisinage","voisinage","NOM","10.41"
"voisinages","voisinage","NOM","10.41"
"écureuil","écureuil","NOM","10.41"
"écureuils","écureuil","NOM","10.41"
"balance","balance","NOM","10.34"
"balances","balance","NOM","10.34"
"baptême","baptême","NOM","10.34"
"baptêmes","baptême","NOM","10.34"
"frémissement","frémissement","NOM","10.34"
"frémissements","frémissement","NOM","10.34"
"gaillard","gaillard","NOM","10.34"
"gaillarde","gaillard","NOM","10.34"
"gaillardes","gaillard","NOM","10.34"
"gaillards","gaillard","NOM","10.34"
"jument","jument","NOM","10.34"
"juments","jument","NOM","10.34"
"modestie","modestie","NOM","10.34"
"modesties","modestie","NOM","10.34"
"mécanisme","mécanisme","NOM","10.34"
"mécanismes","mécanisme","NOM","10.34"
"rappel","rappel","NOM","10.34"
"rappels","rappel","NOM","10.34"
"tarte","tarte","NOM","10.34"
"tartes","tarte","NOM","10.34"
"vivre","vivre","NOM","10.34"
"vivres","vivre","NOM","10.34"
"anxiété","anxiété","NOM","10.27"
"anxiétés","anxiété","NOM","10.27"
"bourgeoisie","bourgeoisie","NOM","10.27"
"bourgeoisies","bourgeoisie","NOM","10.27"
"commune","commune","NOM","10.27"
"communes","commune","NOM","10.27"
"couturier","couturier","NOM","10.27"
"couturiers","couturier","NOM","10.27"
"couturière","couturier","NOM","10.27"
"couturières","couturier","NOM","10.27"
"crinière","crinière","NOM","10.27"
"crinières","crinière","NOM","10.27"
"jardinier","jardinier","NOM","10.27"
"jardiniers","jardinier","NOM","10.27"
"jeton","jeton","NOM","10.27"
"jetons","jeton","NOM","10.27"
"lire","lire","NOM","10.27"
"lires","lire","NOM","10.27"
"multitude","multitude","NOM","10.27"
"multitudes","multitude","NOM","10.27"
"pauvreté","pauvreté","NOM","10.27"
"pauvretés","pauvreté","NOM","10.27"
"tiédeur","tiédeur","NOM","10.27"
"tiédeurs","tiédeur","NOM","10.27"
"trafic","trafic","NOM","10.27"
"trafics","trafic","NOM","10.27"
"tunique","tunique","NOM","10.27"
"tuniques","tunique","NOM","10.27"
"élite","élite","NOM","10.27"
"élites","élite","NOM","10.27"
"épicier","épicier","NOM","10.27"
"épiciers","épicier","NOM","10.27"
"épicière","épicier","NOM","10.27"
"épicières","épicier","NOM","10.27"
"appréhension","appréhension","NOM","10.2"
"appréhensions","appréhension","NOM","10.2"
"cachet","cachet","NOM","10.2"
"cachets","cachet","NOM","10.2"
"chaos","chaos","NOM","10.2"
"cuiller","cuiller","NOM","10.2"
"cuillers","cuiller","NOM","10.2"
"digue","digue","NOM","10.2"
"digues","digue","NOM","10.2"
"hêtre","hêtre","NOM","10.2"
"hêtres","hêtre","NOM","10.2"
"insu","insu","NOM","10.2"
"jean","jean","NOM","10.2"
"jeans","jean","NOM","10.2"
"malentendu","malentendu","NOM","10.2"
"malentendus","malentendu","NOM","10.2"
"natte","natte","NOM","10.2"
"nattes","natte","NOM","10.2"
"pharmacie","pharmacie","NOM","10.2"
"pharmacies","pharmacie","NOM","10.2"
"procession","procession","NOM","10.2"
"processions","procession","NOM","10.2"
"rival","rival","NOM","10.2"
"rivale","rival","NOM","10.2"
"rivales","rival","NOM","10.2"
"rivaux","rival","NOM","10.2"
"réfugié","réfugié","NOM","10.2"
"réfugiée","réfugié","NOM","10.2"
"réfugiées","réfugié","NOM","10.2"
"réfugiés","réfugié","NOM","10.2"
"usure","usure","NOM","10.2"
"usures","usure","NOM","10.2"
"véranda","véranda","NOM","10.2"
"vérandas","véranda","NOM","10.2"
"destination","destination","NOM","10.14"
"destinations","destination","NOM","10.14"
"distinction","distinction","NOM","10.14"
"distinctions","distinction","NOM","10.14"
"interrogatoire","interrogatoire","NOM","10.14"
"interrogatoires","interrogatoire","NOM","10.14"
"maintien","maintien","NOM","10.14"
"maintiens","maintien","NOM","10.14"
"poignard","poignard","NOM","10.14"
"poignards","poignard","NOM","10.14"
"pyramide","pyramide","NOM","10.14"
"pyramides","pyramide","NOM","10.14"
"quarantaine","quarantaine","NOM","10.14"
"quarantaines","quarantaine","NOM","10.14"
"repli","repli","NOM","10.14"
"replis","repli","NOM","10.14"
"ricanement","ricanement","NOM","10.14"
"ricanements","ricanement","NOM","10.14"
"torchon","torchon","NOM","10.14"
"torchons","torchon","NOM","10.14"
"toucher","toucher","NOM","10.14"
"touchers","toucher","NOM","10.14"
"visière","visière","NOM","10.14"
"visières","visière","NOM","10.14"
"autorisation","autorisation","NOM","10.07"
"autorisations","autorisation","NOM","10.07"
"bouc","bouc","NOM","10.07"
"boucs","bouc","NOM","10.07"
"bride","bride","NOM","10.07"
"brides","bride","NOM","10.07"
"cerise","cerise","NOM","10.07"
"cerises","cerise","NOM","10.07"
"consul","consul","NOM","10.07"
"consuls","consul","NOM","10.07"
"dédain","dédain","NOM","10.07"
"dédains","dédain","NOM","10.07"
"fraise","fraise","NOM","10.07"
"fraises","fraise","NOM","10.07"
"granit","granit","NOM","10.07"
"granits","granit","NOM","10.07"
"houle","houle","NOM","10.07"
"houles","houle","NOM","10.07"
"idole","idole","NOM","10.07"
"idoles","idole","NOM","10.07"
"infanterie","infanterie","NOM","10.07"
"infanteries","infanterie","NOM","10.07"
"intonation","intonation","NOM","10.07"
"intonations","intonation","NOM","10.07"
"miniature","miniature","NOM","10.07"
"miniatures","miniature","NOM","10.07"
"mirage","mirage","NOM","10.07"
"mirages","mirage","NOM","10.07"
"occupant","occupant","NOM","10.07"
"occupante","occupant","NOM","10.07"
"occupantes","occupant","NOM","10.07"
"occupants","occupant","NOM","10.07"
"pipi","pipi","NOM","10.07"
"pipis","pipi","NOM","10.07"
"pompier","pompier","NOM","10.07"
"pompiers","pompier","NOM","10.07"
"propagande","propagande","NOM","10.07"
"propagandes","propagande","NOM","10.07"
"précédent","précédent","NOM","10.07"
"précédente","précédent","NOM","10.07"
"précédentes","précédent","NOM","10.07"
"précédents","précédent","NOM","10.07"
"rouquin","rouquin","NOM","10.07"
"rouquine","rouquin","NOM","10.07"
"rouquines","rouquin","NOM","10.07"
"rouquins","rouquin","NOM","10.07"
"scie","scie","NOM","10.07"
"scies","scie","NOM","10.07"
"sûreté","sûreté","NOM","10.07"
"sûretés","sûreté","NOM","10.07"
"écoute","écoute","NOM","10.07"
"écoutes","écoute","NOM","10.07"
"évasion","évasion","NOM","10.07"
"évasions","évasion","NOM","10.07"
"baigneur","baigneur","NOM","10"
"baigneurs","baigneur","NOM","10"
"baigneuse","baigneur","NOM","10"
"baigneuses","baigneur","NOM","10"
"commis","commis","NOM","10"
"compréhension","compréhension","NOM","10"
"compréhensions","compréhension","NOM","10"
"confession","confession","NOM","10"
"confessions","confession","NOM","10"
"dirigeant","dirigeant","NOM","10"
"dirigeante","dirigeant","NOM","10"
"dirigeants","dirigeant","NOM","10"
"faisceau","faisceau","NOM","10"
"faisceaux","faisceau","NOM","10"
"feuillet","feuillet","NOM","10"
"feuillets","feuillet","NOM","10"
"gravure","gravure","NOM","10"
"gravures","gravure","NOM","10"
"guerrier","guerrier","NOM","10"
"guerriers","guerrier","NOM","10"
"gymnastique","gymnastique","NOM","10"
"gymnastiques","gymnastique","NOM","10"
"lucarne","lucarne","NOM","10"
"lucarnes","lucarne","NOM","10"
"lâcheté","lâcheté","NOM","10"
"lâchetés","lâcheté","NOM","10"
"match","match","NOM","10"
"matchs","match","NOM","10"
"nausée","nausée","NOM","10"
"nausées","nausée","NOM","10"
"passeport","passeport","NOM","10"
"passeports","passeport","NOM","10"
"patient","patient","NOM","10"
"patiente","patient","NOM","10"
"patientes","patient","NOM","10"
"patients","patient","NOM","10"
"certificat","certificat","NOM","9.93"
"certificats","certificat","NOM","9.93"
"cinquantaine","cinquantaine","NOM","9.93"
"cinquantaines","cinquantaine","NOM","9.93"
"condamné","condamné","NOM","9.93"
"condamnée","condamné","NOM","9.93"
"condamnées","condamné","NOM","9.93"
"condamnés","condamné","NOM","9.93"
"gomme","gomme","NOM","9.93"
"gommes","gomme","NOM","9.93"
"juron","juron","NOM","9.93"
"jurons","juron","NOM","9.93"
"peuplier","peuplier","NOM","9.93"
"peupliers","peuplier","NOM","9.93"
"pétard","pétard","NOM","9.93"
"pétards","pétard","NOM","9.93"
"résignation","résignation","NOM","9.93"
"résignations","résignation","NOM","9.93"
"sandwich","sandwich","NOM","9.93"
"sandwichs","sandwich","NOM","9.93"
"tempérament","tempérament","NOM","9.93"
"tempéraments","tempérament","NOM","9.93"
"verbe","verbe","NOM","9.93"
"verbes","verbe","NOM","9.93"
"abeille","abeille","NOM","9.86"
"abeilles","abeille","NOM","9.86"
"capital","capital","NOM","9.86"
"capitaux","capital","NOM","9.86"
"chèque","chèque","NOM","9.86"
"chèques","chèque","NOM","9.86"
"désinvolture","désinvolture","NOM","9.86"
"désinvoltures","désinvolture","NOM","9.86"
"faïence","faïence","NOM","9.86"
"faïences","faïence","NOM","9.86"
"hiérarchie","hiérarchie","NOM","9.86"
"hiérarchies","hiérarchie","NOM","9.86"
"miss","miss","NOM","9.86"
"parking","parking","NOM","9.86"
"parkings","parking","NOM","9.86"
"souplesse","souplesse","NOM","9.86"
"souplesses","souplesse","NOM","9.86"
"star","star","NOM","9.86"
"stars","star","NOM","9.86"
"tablette","tablette","NOM","9.86"
"tablettes","tablette","NOM","9.86"
"tic","tic","NOM","9.86"
"tics","tic","NOM","9.86"
"approbation","approbation","NOM","9.8"
"approbations","approbation","NOM","9.8"
"ardoise","ardoise","NOM","9.8"
"ardoises","ardoise","NOM","9.8"
"armement","armement","NOM","9.8"
"armements","armement","NOM","9.8"
"cafard","cafard","NOM","9.8"
"cafards","cafard","NOM","9.8"
"change","change","NOM","9.8"
"changes","change","NOM","9.8"
"coulée","coulée","NOM","9.8"
"coulées","coulée","NOM","9.8"
"demi","demi","NOM","9.8"
"demie","demi","NOM","9.8"
"demies","demi","NOM","9.8"
"demis","demi","NOM","9.8"
"fable","fable","NOM","9.8"
"fables","fable","NOM","9.8"
"insolence","insolence","NOM","9.8"
"insolences","insolence","NOM","9.8"
"labeur","labeur","NOM","9.8"
"labeurs","labeur","NOM","9.8"
"miche","miche","NOM","9.8"
"miches","miche","NOM","9.8"
"saindoux","saindoux","NOM","9.8"
"tire","tire","NOM","9.8"
"tires","tire","NOM","9.8"
"vernis","vernis","NOM","9.8"
"épouvante","épouvante","NOM","9.8"
"épouvantes","épouvante","NOM","9.8"
"bavardage","bavardage","NOM","9.73"
"bavardages","bavardage","NOM","9.73"
"bouillie","bouillie","NOM","9.73"
"bouillies","bouillie","NOM","9.73"
"cime","cime","NOM","9.73"
"cimes","cime","NOM","9.73"
"clameur","clameur","NOM","9.73"
"clameurs","clameur","NOM","9.73"
"dégât","dégât","NOM","9.73"
"dégâts","dégât","NOM","9.73"
"maladresse","maladresse","NOM","9.73"
"maladresses","maladresse","NOM","9.73"
"pionnier","pionnier","NOM","9.73"
"pionniers","pionnier","NOM","9.73"
"pionnière","pionnier","NOM","9.73"
"pionnières","pionnier","NOM","9.73"
"récompense","récompense","NOM","9.73"
"récompenses","récompense","NOM","9.73"
"spécialité","spécialité","NOM","9.73"
"spécialités","spécialité","NOM","9.73"
"variété","variété","NOM","9.73"
"variétés","variété","NOM","9.73"
"argile","argile","NOM","9.66"
"argiles","argile","NOM","9.66"
"assise","assise","NOM","9.66"
"assises","assise","NOM","9.66"
"brouhaha","brouhaha","NOM","9.66"
"brouhahas","brouhaha","NOM","9.66"
"communisme","communisme","NOM","9.66"
"consommation","consommation","NOM","9.66"
"consommations","consommation","NOM","9.66"
"contemplation","contemplation","NOM","9.66"
"contemplations","contemplation","NOM","9.66"
"loque","loque","NOM","9.66"
"loques","loque","NOM","9.66"
"maille","maille","NOM","9.66"
"mailles","maille","NOM","9.66"
"noyau","noyau","NOM","9.66"
"noyaux","noyau","NOM","9.66"
"réfectoire","réfectoire","NOM","9.66"
"réfectoires","réfectoire","NOM","9.66"
"sincérité","sincérité","NOM","9.66"
"total","total","NOM","9.66"
"totaux","total","NOM","9.66"
"brèche","brèche","NOM","9.59"
"brèches","brèche","NOM","9.59"
"bâtisse","bâtisse","NOM","9.59"
"bâtisses","bâtisse","NOM","9.59"
"bûcher","bûcher","NOM","9.59"
"bûchers","bûcher","NOM","9.59"
"chronique","chronique","NOM","9.59"
"chroniques","chronique","NOM","9.59"
"circuit","circuit","NOM","9.59"
"circuits","circuit","NOM","9.59"
"cocktail","cocktail","NOM","9.59"
"cocktails","cocktail","NOM","9.59"
"entrevue","entrevue","NOM","9.59"
"entrevues","entrevue","NOM","9.59"
"faille","faille","NOM","9.59"
"failles","faille","NOM","9.59"
"girl","girl","NOM","9.59"
"girls","girl","NOM","9.59"
"grincement","grincement","NOM","9.59"
"grincements","grincement","NOM","9.59"
"librairie","librairie","NOM","9.59"
"librairies","librairie","NOM","9.59"
"manoir","manoir","NOM","9.59"
"manoirs","manoir","NOM","9.59"
"mât","mât","NOM","9.59"
"mâts","mât","NOM","9.59"
"perruque","perruque","NOM","9.59"
"perruques","perruque","NOM","9.59"
"repère","repère","NOM","9.59"
"repères","repère","NOM","9.59"
"tombée","tombée","NOM","9.59"
"tombées","tombée","NOM","9.59"
"addition","addition","NOM","9.53"
"additions","addition","NOM","9.53"
"audience","audience","NOM","9.53"
"audiences","audience","NOM","9.53"
"avertissement","avertissement","NOM","9.53"
"avertissements","avertissement","NOM","9.53"
"azur","azur","NOM","9.53"
"azurs","azur","NOM","9.53"
"bracelet","bracelet","NOM","9.53"
"bracelets","bracelet","NOM","9.53"
"cartouche","cartouche","NOM","9.53"
"cartouches","cartouche","NOM","9.53"
"grognement","grognement","NOM","9.53"
"grognements","grognement","NOM","9.53"
"imprimerie","imprimerie","NOM","9.53"
"imprimeries","imprimerie","NOM","9.53"
"menthe","menthe","NOM","9.53"
"menthes","menthe","NOM","9.53"
"orphelin","orphelin","NOM","9.53"
"orpheline","orphelin","NOM","9.53"
"orphelines","orphelin","NOM","9.53"
"orphelins","orphelin","NOM","9.53"
"palme","palme","NOM","9.53"
"palmes","palme","NOM","9.53"
"raisin","raisin","NOM","9.53"
"raisins","raisin","NOM","9.53"
"sous-officier","sous-officier","NOM","9.53"
"sous-officiers","sous-officier","NOM","9.53"
"soutien","soutien","NOM","9.53"
"soutiens","soutien","NOM","9.53"
"végétation","végétation","NOM","9.53"
"végétations","végétation","NOM","9.53"
"égoïsme","égoïsme","NOM","9.53"
"égoïsmes","égoïsme","NOM","9.53"
"académie","académie","NOM","9.46"
"académies","académie","NOM","9.46"
"apéritif","apéritif","NOM","9.46"
"apéritifs","apéritif","NOM","9.46"
"cancer","cancer","NOM","9.46"
"cancers","cancer","NOM","9.46"
"douane","douane","NOM","9.46"
"douanes","douane","NOM","9.46"
"entonnoir","entonnoir","NOM","9.46"
"entonnoirs","entonnoir","NOM","9.46"
"latte","latte","NOM","9.46"
"lattes","latte","NOM","9.46"
"malédiction","malédiction","NOM","9.46"
"malédictions","malédiction","NOM","9.46"
"posture","posture","NOM","9.46"
"postures","posture","NOM","9.46"
"prostitué","prostitué","NOM","9.46"
"prostituée","prostitué","NOM","9.46"
"prostituées","prostitué","NOM","9.46"
"prostitués","prostitué","NOM","9.46"
"punition","punition","NOM","9.46"
"punitions","punition","NOM","9.46"
"rosée","rosée","NOM","9.46"
"rosées","rosée","NOM","9.46"
"râle","râle","NOM","9.46"
"râles","râle","NOM","9.46"
"sollicitude","sollicitude","NOM","9.46"
"sollicitudes","sollicitude","NOM","9.46"
"épicerie","épicerie","NOM","9.46"
"épiceries","épicerie","NOM","9.46"
"étable","étable","NOM","9.46"
"étables","étable","NOM","9.46"
"abondance","abondance","NOM","9.39"
"arrangement","arrangement","NOM","9.39"
"arrangements","arrangement","NOM","9.39"
"attrait","attrait","NOM","9.39"
"attraits","attrait","NOM","9.39"
"communal","communal","NOM","9.39"
"communale","communal","NOM","9.39"
"communaux","communal","NOM","9.39"
"crèche","crèche","NOM","9.39"
"crèches","crèche","NOM","9.39"
"débauche","débauche","NOM","9.39"
"débauches","débauche","NOM","9.39"
"fusillade","fusillade","NOM","9.39"
"fusillades","fusillade","NOM","9.39"
"indice","indice","NOM","9.39"
"indices","indice","NOM","9.39"
"inspection","inspection","NOM","9.39"
"inspections","inspection","NOM","9.39"
"irritation","irritation","NOM","9.39"
"irritations","irritation","NOM","9.39"
"marronnier","marronnier","NOM","9.39"
"marronniers","marronnier","NOM","9.39"
"niche","niche","NOM","9.39"
"niches","niche","NOM","9.39"
"piquet","piquet","NOM","9.39"
"piquets","piquet","NOM","9.39"
"séduction","séduction","NOM","9.39"
"séductions","séduction","NOM","9.39"
"totalité","totalité","NOM","9.39"
"totalités","totalité","NOM","9.39"
"tract","tract","NOM","9.39"
"tracts","tract","NOM","9.39"
"amas","amas","NOM","9.32"
"colle","colle","NOM","9.32"
"colles","colle","NOM","9.32"
"crissement","crissement","NOM","9.32"
"crissements","crissement","NOM","9.32"
"dévouement","dévouement","NOM","9.32"
