Unnamed: 0,Word,lemme,cgram,freqlemlivres
0,es,être,VER,15085.47
2,furent,être,VER,15085.47
3,fus,être,VER,15085.47
5,fussent,être,VER,15085.47
9,fut,être,VER,15085.47
11,fût,être,VER,15085.47
13,sera,être,VER,15085.47
14,serai,être,VER,15085.47
15,seraient,être,VER,15085.47
16,serais,être,VER,15085.47
17,serait,être,VER,15085.47
18,seras,être,VER,15085.47
19,serez,être,VER,15085.47
20,seriez,être,VER,15085.47
21,serions,être,VER,15085.47
22,serons,être,VER,15085.47
23,seront,être,VER,15085.47
24,soient,être,VER,15085.47
25,sois,être,VER,15085.47
26,soit,être,VER,15085.47
27,sommes,être,VER,15085.47
28,sont,être,VER,15085.47
29,soyez,être,VER,15085.47
30,soyons,être,VER,15085.47
31,suis,être,VER,15085.47
32,étaient,être,VER,15085.47
33,étais,être,VER,15085.47
34,était,être,VER,15085.47
35,étant,être,VER,15085.47
36,étiez,être,VER,15085.47
37,étions,être,VER,15085.47
38,été,être,VER,15085.47
39,êtes,être,VER,15085.47
40,être,être,VER,15085.47
41,a,avoir,VER,6426.49
42,ai,avoir,VER,6426.49
43,aie,avoir,VER,6426.49
44,aient,avoir,VER,6426.49
45,aies,avoir,VER,6426.49
46,ait,avoir,VER,6426.49
47,as,avoir,VER,6426.49
48,aura,avoir,VER,6426.49
49,aurai,avoir,VER,6426.49
50,auraient,avoir,VER,6426.49
51,aurais,avoir,VER,6426.49
52,aurait,avoir,VER,6426.49
53,auras,avoir,VER,6426.49
54,aurez,avoir,VER,6426.49
55,auriez,avoir,VER,6426.49
56,aurions,avoir,VER,6426.49
57,aurons,avoir,VER,6426.49
58,auront,avoir,VER,6426.49
59,avaient,avoir,VER,6426.49
60,avais,avoir,VER,6426.49
61,avait,avoir,VER,6426.49
62,avez,avoir,VER,6426.49
63,aviez,avoir,VER,6426.49
64,avions,avoir,VER,6426.49
65,avoir,avoir,VER,6426.49
66,avons,avoir,VER,6426.49
67,ayant,avoir,VER,6426.49
68,ayez,avoir,VER,6426.49
69,ayons,avoir,VER,6426.49
70,eu,avoir,VER,6426.49
71,eue,avoir,VER,6426.49
72,eues,avoir,VER,6426.49
73,eurent,avoir,VER,6426.49
74,eus,avoir,VER,6426.49
76,eussent,avoir,VER,6426.49
81,eut,avoir,VER,6426.49
83,eût,avoir,VER,6426.49
85,ont,avoir,VER,6426.49
86,faire,faire,VER,5328.99
87,fais,faire,VER,5328.99
88,faisaient,faire,VER,5328.99
89,faisais,faire,VER,5328.99
90,faisait,faire,VER,5328.99
91,faisant,faire,VER,5328.99
93,faisions,faire,VER,5328.99
94,faisons,faire,VER,5328.99
99,fasse,faire,VER,5328.99
100,fassent,faire,VER,5328.99
102,fassiez,faire,VER,5328.99
104,fera,faire,VER,5328.99
105,ferai,faire,VER,5328.99
106,feraient,faire,VER,5328.99
107,ferais,faire,VER,5328.99
108,ferait,faire,VER,5328.99
109,feras,faire,VER,5328.99
110,ferez,faire,VER,5328.99
111,feriez,faire,VER,5328.99
113,ferons,faire,VER,5328.99
114,feront,faire,VER,5328.99
115,firent,faire,VER,5328.99
116,fis,faire,VER,5328.99
121,fit,faire,VER,5328.99
122,font,faire,VER,5328.99
124,fît,faire,VER,5328.99
126,dira,dire,VER,4832.5
127,dirai,dire,VER,4832.5
129,dirais,dire,VER,4832.5
130,dirait,dire,VER,4832.5
132,dire,dire,VER,4832.5
133,dirent,dire,VER,4832.5
134,direz,dire,VER,4832.5
138,diront,dire,VER,4832.5
139,dis,dire,VER,4832.5
140,disaient,dire,VER,4832.5
141,disais,dire,VER,4832.5
142,disait,dire,VER,4832.5
144,dise,dire,VER,4832.5
145,disent,dire,VER,4832.5
146,dises,dire,VER,4832.5
149,disons,dire,VER,4832.5
150,dissent,dire,VER,4832.5
153,dites,dire,VER,4832.5
158,aille,aller,VER,2854.93
159,aillent,aller,VER,2854.93
160,ailles,aller,VER,2854.93
161,alla,aller,VER,2854.93
163,allaient,aller,VER,2854.93
164,allais,aller,VER,2854.93
165,allait,aller,VER,2854.93
169,aller,aller,VER,2854.93
170,allez,aller,VER,2854.93
171,allier,aller,VER,2854.93
173,allions,aller,VER,2854.93
174,allons,aller,VER,2854.93
177,allèrent,aller,VER,2854.93
178,allé,aller,VER,2854.93
179,allée,aller,VER,2854.93
180,allées,aller,VER,2854.93
181,allés,aller,VER,2854.93
182,ira,aller,VER,2854.93
183,irai,aller,VER,2854.93
184,iraient,aller,VER,2854.93
185,irais,aller,VER,2854.93
186,irait,aller,VER,2854.93
188,irez,aller,VER,2854.93
191,irons,aller,VER,2854.93
192,iront,aller,VER,2854.93
193,va,aller,VER,2854.93
194,vais,aller,VER,2854.93
195,vas,aller,VER,2854.93
196,vont,aller,VER,2854.93
197,peut,pouvoir,VER,2659.8
198,peuvent,pouvoir,VER,2659.8
199,peux,pouvoir,VER,2659.8
201,pourra,pouvoir,VER,2659.8
202,pourrai,pouvoir,VER,2659.8
203,pourraient,pouvoir,VER,2659.8
204,pourrais,pouvoir,VER,2659.8
205,pourrait,pouvoir,VER,2659.8
206,pourras,pouvoir,VER,2659.8
207,pourrez,pouvoir,VER,2659.8
208,pourriez,pouvoir,VER,2659.8
209,pourrions,pouvoir,VER,2659.8
210,pourrons,pouvoir,VER,2659.8
211,pourront,pouvoir,VER,2659.8
212,pouvaient,pouvoir,VER,2659.8
213,pouvais,pouvoir,VER,2659.8
214,pouvait,pouvoir,VER,2659.8
215,pouvant,pouvoir,VER,2659.8
216,pouvez,pouvoir,VER,2659.8
217,pouviez,pouvoir,VER,2659.8
218,pouvions,pouvoir,VER,2659.8
219,pouvoir,pouvoir,VER,2659.8
220,pouvons,pouvoir,VER,2659.8
221,pu,pouvoir,VER,2659.8
222,puis,pouvoir,VER,2659.8
223,puisse,pouvoir,VER,2659.8
224,puissent,pouvoir,VER,2659.8
226,puissiez,pouvoir,VER,2659.8
227,puissions,pouvoir,VER,2659.8
228,purent,pouvoir,VER,2659.8
229,pus,pouvoir,VER,2659.8
234,put,pouvoir,VER,2659.8
236,pût,pouvoir,VER,2659.8
238,verra,voir,VER,2401.76
239,verrai,voir,VER,2401.76
241,verrais,voir,VER,2401.76
242,verrait,voir,VER,2401.76
243,verras,voir,VER,2401.76
244,verrez,voir,VER,2401.76
247,verrons,voir,VER,2401.76
248,verront,voir,VER,2401.76
249,vis,voir,VER,2401.76
251,vit,voir,VER,2401.76
252,voie,voir,VER,2401.76
253,voient,voir,VER,2401.76
254,voies,voir,VER,2401.76
255,voir,voir,VER,2401.76
256,vois,voir,VER,2401.76
257,voit,voir,VER,2401.76
258,voyaient,voir,VER,2401.76
259,voyais,voir,VER,2401.76
260,voyait,voir,VER,2401.76
262,voyez,voir,VER,2401.76
265,voyons,voir,VER,2401.76
272,sachant,savoir,VER,2003.58
273,sache,savoir,VER,2003.58
274,sachent,savoir,VER,2003.58
276,sachez,savoir,VER,2003.58
280,sais,savoir,VER,2003.58
281,sait,savoir,VER,2003.58
282,saura,savoir,VER,2003.58
283,saurai,savoir,VER,2003.58
284,sauraient,savoir,VER,2003.58
285,saurais,savoir,VER,2003.58
286,saurait,savoir,VER,2003.58
288,saurez,savoir,VER,2003.58
291,saurons,savoir,VER,2003.58
292,sauront,savoir,VER,2003.58
293,savaient,savoir,VER,2003.58
294,savais,savoir,VER,2003.58
295,savait,savoir,VER,2003.58
296,savent,savoir,VER,2003.58
297,savez,savoir,VER,2003.58
298,saviez,savoir,VER,2003.58
299,savions,savoir,VER,2003.58
300,savoir,savoir,VER,2003.58
301,savons,savoir,VER,2003.58
304,sues,savoir,VER,2003.58
309,sut,savoir,VER,2003.58
312,veuille,vouloir,VER,1640.14
315,veuillez,vouloir,VER,1640.14
316,veulent,vouloir,VER,1640.14
317,veut,vouloir,VER,1640.14
318,veux,vouloir,VER,1640.14
319,voudra,vouloir,VER,1640.14
321,voudraient,vouloir,VER,1640.14
322,voudrais,vouloir,VER,1640.14
323,voudrait,vouloir,VER,1640.14
325,voudrez,vouloir,VER,1640.14
327,voudrions,vouloir,VER,1640.14
329,voudront,vouloir,VER,1640.14
330,voulaient,vouloir,VER,1640.14
331,voulais,vouloir,VER,1640.14
332,voulait,vouloir,VER,1640.14
333,voulant,vouloir,VER,1640.14
334,voulez,vouloir,VER,1640.14
335,vouliez,vouloir,VER,1640.14
336,voulions,vouloir,VER,1640.14
337,vouloir,vouloir,VER,1640.14
338,voulons,vouloir,VER,1640.14
339,voulu,vouloir,VER,1640.14
340,voulue,vouloir,VER,1640.14
341,voulues,vouloir,VER,1640.14
343,voulus,vouloir,VER,1640.14
346,voulut,vouloir,VER,1640.14
349,venaient,venir,VER,1514.53
350,venais,venir,VER,1514.53
351,venait,venir,VER,1514.53
353,venez,venir,VER,1514.53
356,venir,venir,VER,1514.53
357,venons,venir,VER,1514.53
362,viendra,venir,VER,1514.53
364,viendraient,venir,VER,1514.53
366,viendrait,venir,VER,1514.53
372,viendront,venir,VER,1514.53
373,vienne,venir,VER,1514.53
374,viennent,venir,VER,1514.53
375,viennes,venir,VER,1514.53
376,viens,venir,VER,1514.53
377,vient,venir,VER,1514.53
378,vinrent,venir,VER,1514.53
379,vins,venir,VER,1514.53
382,vint,venir,VER,1514.53
384,passer,prendre,VER,1466.42
385,prenaient,prendre,VER,1466.42
386,prenais,prendre,VER,1466.42
387,prenait,prendre,VER,1466.42
388,prenant,prendre,VER,1466.42
389,prend,prendre,VER,1466.42
390,prendra,prendre,VER,1466.42
391,prendrai,prendre,VER,1466.42
394,prendrait,prendre,VER,1466.42
396,prendre,prendre,VER,1466.42
397,prendrez,prendre,VER,1466.42
400,prendrons,prendre,VER,1466.42
401,prendront,prendre,VER,1466.42
402,prends,prendre,VER,1466.42
403,prenez,prendre,VER,1466.42
406,prenne,prendre,VER,1466.42
407,prennent,prendre,VER,1466.42
409,prenons,prendre,VER,1466.42
410,prirent,prendre,VER,1466.42
411,pris,prendre,VER,1466.42
417,prit,prendre,VER,1466.42
420,devaient,devoir,VER,1318.18
421,devais,devoir,VER,1318.18
422,devait,devoir,VER,1318.18
423,devant,devoir,VER,1318.18
424,devez,devoir,VER,1318.18
426,devions,devoir,VER,1318.18
427,devoir,devoir,VER,1318.18
428,devons,devoir,VER,1318.18
429,devra,devoir,VER,1318.18
431,devraient,devoir,VER,1318.18
432,devrais,devoir,VER,1318.18
433,devrait,devoir,VER,1318.18
435,devrez,devoir,VER,1318.18
436,devriez,devoir,VER,1318.18
437,devrions,devoir,VER,1318.18
438,devrons,devoir,VER,1318.18
439,devront,devoir,VER,1318.18
440,dois,devoir,VER,1318.18
441,doit,devoir,VER,1318.18
442,doive,devoir,VER,1318.18
443,doivent,devoir,VER,1318.18
446,dues,devoir,VER,1318.18
447,durent,devoir,VER,1318.18
454,dut,devoir,VER,1318.18
458,fallait,falloir,VER,1250.41
459,falloir,falloir,VER,1250.41
460,fallu,falloir,VER,1250.41
461,fallut,falloir,VER,1250.41
463,faudra,falloir,VER,1250.41
464,faudrait,falloir,VER,1250.41
465,faut,falloir,VER,1250.41
466,passa,passer,VER,1165.27
468,passaient,passer,VER,1165.27
469,passais,passer,VER,1165.27
470,passait,passer,VER,1165.27
473,passe,passer,VER,1165.27
474,passent,passer,VER,1165.27
475,passer,passer,VER,1165.27
476,passera,passer,VER,1165.27
480,passerait,passer,VER,1165.27
482,passerez,passer,VER,1165.27
486,passeront,passer,VER,1165.27
487,passes,passer,VER,1165.27
488,passez,passer,VER,1165.27
490,passions,passer,VER,1165.27
491,passons,passer,VER,1165.27
495,passèrent,passer,VER,1165.27
500,parla,parler,VER,1086.01
502,parlaient,parler,VER,1086.01
503,parlais,parler,VER,1086.01
504,parlait,parler,VER,1086.01
509,parle,parler,VER,1086.01
510,parlent,parler,VER,1086.01
511,parler,parler,VER,1086.01
512,parlera,parler,VER,1086.01
513,parlerai,parler,VER,1086.01
521,parlerons,parler,VER,1086.01
523,parles,parler,VER,1086.01
524,parlez,parler,VER,1086.01
527,parlons,parler,VER,1086.01
532,parlée,parler,VER,1086.01
535,met,mettre,VER,1083.72
536,mets,mettre,VER,1083.72
537,mettaient,mettre,VER,1083.72
539,mettait,mettre,VER,1083.72
540,mettant,mettre,VER,1083.72
541,mette,mettre,VER,1083.72
542,mettent,mettre,VER,1083.72
543,mettes,mettre,VER,1083.72
544,mettez,mettre,VER,1083.72
547,mettons,mettre,VER,1083.72
548,mettra,mettre,VER,1083.72
549,mettrai,mettre,VER,1083.72
551,mettrais,mettre,VER,1083.72
552,mettrait,mettre,VER,1083.72
554,mettre,mettre,VER,1083.72
558,mettrons,mettre,VER,1083.72
559,mettront,mettre,VER,1083.72
560,mirent,mettre,VER,1083.72
561,mis,mettre,VER,1083.72
565,missions,mettre,VER,1083.72
566,mit,mettre,VER,1083.72
569,regarda,regarder,VER,997.91
571,regardaient,regarder,VER,997.91
572,regardais,regarder,VER,997.91
573,regardait,regarder,VER,997.91
575,regarde,regarder,VER,997.91
576,regardent,regarder,VER,997.91
577,regarder,regarder,VER,997.91
590,regardez,regarder,VER,997.91
593,regardons,regarder,VER,997.91
598,regardée,regarder,VER,997.91
601,demanda,demander,VER,984.46
603,demandaient,demander,VER,984.46
604,demandais,demander,VER,984.46
605,demandait,demander,VER,984.46
606,demandant,demander,VER,984.46
607,demande,demander,VER,984.46
608,demandent,demander,VER,984.46
609,demander,demander,VER,984.46
610,demandera,demander,VER,984.46
620,demandes,demander,VER,984.46
621,demandez,demander,VER,984.46
624,demandons,demander,VER,984.46
629,demandée,demander,VER,984.46
630,demandées,demander,VER,984.46
632,trouva,trouver,VER,972.5
633,trouvai,trouver,VER,972.5
634,trouvaient,trouver,VER,972.5
635,trouvais,trouver,VER,972.5
636,trouvait,trouver,VER,972.5
637,trouvant,trouver,VER,972.5
641,trouve,trouver,VER,972.5
642,trouvent,trouver,VER,972.5
643,trouver,trouver,VER,972.5
644,trouvera,trouver,VER,972.5
648,trouverait,trouver,VER,972.5
649,trouveras,trouver,VER,972.5
650,trouverez,trouver,VER,972.5
654,trouveront,trouver,VER,972.5
655,trouves,trouver,VER,972.5
656,trouvez,trouver,VER,972.5
659,trouvons,trouver,VER,972.5
662,trouvèrent,trouver,VER,972.5
663,trouvé,trouver,VER,972.5
664,trouvée,trouver,VER,972.5
665,trouvées,trouver,VER,972.5
666,trouvés,trouver,VER,972.5
667,suis,suivre,VER,949.12
668,suit,suivre,VER,949.12
669,suivaient,suivre,VER,949.12
671,suivait,suivre,VER,949.12
673,suive,suivre,VER,949.12
674,suivent,suivre,VER,949.12
676,suivez,suivre,VER,949.12
678,suivie,suivre,VER,949.12
679,suivies,suivre,VER,949.12
682,suivirent,suivre,VER,949.12
685,suivit,suivre,VER,949.12
686,suivons,suivre,VER,949.12
687,suivra,suivre,VER,949.12
693,suivre,suivre,VER,949.12
698,suivront,suivre,VER,949.12
702,croient,croire,VER,947.23
708,croirait,croire,VER,947.23
710,croire,croire,VER,947.23
716,crois,croire,VER,947.23
717,croit,croire,VER,947.23
718,croyaient,croire,VER,947.23
719,croyais,croire,VER,947.23
720,croyait,croire,VER,947.23
722,croyez,croire,VER,947.23
725,croyons,croire,VER,947.23
734,crut,croire,VER,947.23
737,donna,donner,VER,896.01
739,donnaient,donner,VER,896.01
741,donnait,donner,VER,896.01
742,donnant,donner,VER,896.01
745,donne,donner,VER,896.01
746,donnent,donner,VER,896.01
747,donner,donner,VER,896.01
748,donnera,donner,VER,896.01
749,donnerai,donner,VER,896.01
752,donnerait,donner,VER,896.01
758,donneront,donner,VER,896.01
759,donnes,donner,VER,896.01
760,donnez,donner,VER,896.01
763,donnons,donner,VER,896.01
766,donnèrent,donner,VER,896.01
771,pensa,penser,VER,869.8
773,pensaient,penser,VER,869.8
774,pensais,penser,VER,869.8
775,pensait,penser,VER,869.8
776,pensant,penser,VER,869.8
777,pense,penser,VER,869.8
778,pensent,penser,VER,869.8
779,penser,penser,VER,869.8
791,penses,penser,VER,869.8
792,pensez,penser,VER,869.8
794,pensions,penser,VER,869.8
795,pensons,penser,VER,869.8
799,pensé,penser,VER,869.8
802,pensés,penser,VER,869.8
803,laissa,laisser,VER,851.55
805,laissaient,laisser,VER,851.55
807,laissait,laisser,VER,851.55
808,laissant,laisser,VER,851.55
810,laisse,laisser,VER,851.55
811,laissent,laisser,VER,851.55
812,laisser,laisser,VER,851.55
813,laissera,laisser,VER,851.55
814,laisserai,laisser,VER,851.55
817,laisserait,laisser,VER,851.55
823,laisseront,laisser,VER,851.55
824,laisses,laisser,VER,851.55
825,laissez,laisser,VER,851.55
828,laissons,laisser,VER,851.55
838,aimaient,aimer,VER,795.61
839,aimais,aimer,VER,795.61
840,aimait,aimer,VER,795.61
845,aime,aimer,VER,795.61
846,aiment,aimer,VER,795.61
847,aimer,aimer,VER,795.61
849,aimerai,aimer,VER,795.61
850,aimeraient,aimer,VER,795.61
851,aimerais,aimer,VER,795.61
852,aimerait,aimer,VER,795.61
854,aimerez,aimer,VER,795.61
855,aimeriez,aimer,VER,795.61
856,aimerions,aimer,VER,795.61
859,aimes,aimer,VER,795.61
860,aimez,aimer,VER,795.61
863,aimons,aimer,VER,795.61
872,regretter,rester,VER,793.78
873,resta,rester,VER,793.78
875,restaient,rester,VER,793.78
877,restait,rester,VER,793.78
880,reste,rester,VER,793.78
881,restent,rester,VER,793.78
882,rester,rester,VER,793.78
883,restera,rester,VER,793.78
887,resterait,rester,VER,793.78
893,resteront,rester,VER,793.78
894,restes,rester,VER,793.78
895,restez,rester,VER,793.78
898,restons,rester,VER,793.78
901,restèrent,rester,VER,793.78
902,resté,rester,VER,793.78
903,restée,rester,VER,793.78
904,restées,rester,VER,793.78
905,restés,rester,VER,793.78
906,tenaient,tenir,VER,741.22
907,tenais,tenir,VER,741.22
908,tenait,tenir,VER,741.22
910,tenez,tenir,VER,741.22
913,tenir,tenir,VER,741.22
914,tenons,tenir,VER,741.22
919,tiendra,tenir,VER,741.22
923,tiendrait,tenir,VER,741.22
928,tiendront,tenir,VER,741.22
930,tiennent,tenir,VER,741.22
933,tient,tenir,VER,741.22
934,tinrent,tenir,VER,741.22
935,tins,tenir,VER,741.22
937,tint,tenir,VER,741.22
940,arriva,arriver,VER,723.04
942,arrivaient,arriver,VER,723.04
943,arrivais,arriver,VER,723.04
944,arrivait,arriver,VER,723.04
948,arrive,arriver,VER,723.04
949,arrivent,arriver,VER,723.04
950,arriver,arriver,VER,723.04
951,arrivera,arriver,VER,723.04
955,arriverait,arriver,VER,723.04
961,arriveront,arriver,VER,723.04
962,arrives,arriver,VER,723.04
963,arrivez,arriver,VER,723.04
966,arrivons,arriver,VER,723.04
970,arrivèrent,arriver,VER,723.04
975,entend,entendre,VER,719.12
976,entendaient,entendre,VER,719.12
977,entendais,entendre,VER,719.12
978,entendait,entendre,VER,719.12
979,entendant,entendre,VER,719.12
980,entende,entendre,VER,719.12
981,entendent,entendre,VER,719.12
983,entendez,entendre,VER,719.12
990,entendit,entendre,VER,719.12
991,entendons,entendre,VER,719.12
998,entendre,entendre,VER,719.12
1004,entends,entendre,VER,719.12
1011,sens,sentir,VER,718.78
1012,sent,sentir,VER,718.78
1013,sentaient,sentir,VER,718.78
1014,sentais,sentir,VER,718.78
1015,sentait,sentir,VER,718.78
1016,sentant,sentir,VER,718.78
1017,sente,sentir,VER,718.78
1018,sentent,sentir,VER,718.78
1020,sentez,sentir,VER,718.78
1021,senti,sentir,VER,718.78
1022,sentie,sentir,VER,718.78
1026,sentir,sentir,VER,718.78
1034,sentirez,sentir,VER,718.78
1038,sentis,sentir,VER,718.78
1041,sentit,sentir,VER,718.78
1042,sentons,sentir,VER,718.78
1045,attend,attendre,VER,706.69
1046,attendaient,attendre,VER,706.69
1047,attendais,attendre,VER,706.69
1048,attendait,attendre,VER,706.69
1049,attendant,attendre,VER,706.69
1051,attendent,attendre,VER,706.69
1053,attendez,attendre,VER,706.69
1055,attendions,attendre,VER,706.69
1061,attendons,attendre,VER,706.69
1062,attendra,attendre,VER,706.69
1068,attendre,attendre,VER,706.69
1074,attends,attendre,VER,706.69
1081,connais,connaître,VER,629.26
1082,connaissaient,connaître,VER,629.26
1083,connaissais,connaître,VER,629.26
1084,connaissait,connaître,VER,629.26
1085,connaissant,connaître,VER,629.26
1086,connaisse,connaître,VER,629.26
1087,connaissent,connaître,VER,629.26
1089,connaissez,connaître,VER,629.26
1092,connaissons,connaître,VER,629.26
1093,connaît,connaître,VER,629.26
1094,connaîtra,connaître,VER,629.26
1100,connaître,connaître,VER,629.26
1107,connue,connaître,VER,629.26
1108,connues,connaître,VER,629.26
1114,connut,connaître,VER,629.26
1124,sortent,sortir,VER,627.57
1127,sorti,sortir,VER,627.57
1132,sortir,sortir,VER,627.57
1133,sortira,sortir,VER,627.57
1144,sortiront,sortir,VER,627.57
1145,sortis,sortir,VER,627.57
1146,sortit,sortir,VER,627.57
1150,comprenaient,comprendre,VER,614.8
1151,comprenais,comprendre,VER,614.8
1152,comprenait,comprendre,VER,614.8
1153,comprenant,comprendre,VER,614.8
1154,comprend,comprendre,VER,614.8
1155,comprendra,comprendre,VER,614.8
1161,comprendre,comprendre,VER,614.8
1162,comprendrez,comprendre,VER,614.8
1166,comprendront,comprendre,VER,614.8
1167,comprends,comprendre,VER,614.8
1168,comprenez,comprendre,VER,614.8
1171,comprenne,comprendre,VER,614.8
1172,comprennent,comprendre,VER,614.8
1174,comprenons,comprendre,VER,614.8
1176,compris,comprendre,VER,614.8
1177,comprise,comprendre,VER,614.8
1178,comprises,comprendre,VER,614.8
1180,comprit,comprendre,VER,614.8
1183,sembla,sembler,VER,572.84
1184,semblaient,sembler,VER,572.84
1186,semblait,sembler,VER,572.84
1187,semblant,sembler,VER,572.84
1188,semble,sembler,VER,572.84
1189,semblent,sembler,VER,572.84
1190,sembler,sembler,VER,572.84
1193,semblerait,sembler,VER,572.84
1196,semblez,sembler,VER,572.84
1202,semblé,sembler,VER,572.84
1203,devenaient,devenir,VER,533.51
1205,devenait,devenir,VER,533.51
1206,devenant,devenir,VER,533.51
1207,devenez,devenir,VER,533.51
1210,devenir,devenir,VER,533.51
1212,devenu,devenir,VER,533.51
1213,devenue,devenir,VER,533.51
1214,devenues,devenir,VER,533.51
1215,devenus,devenir,VER,533.51
1216,deviendra,devenir,VER,533.51
1220,deviendrait,devenir,VER,533.51
1226,deviendront,devenir,VER,533.51
1227,devienne,devenir,VER,533.51
1228,deviennent,devenir,VER,533.51
1230,deviens,devenir,VER,533.51
1231,devient,devenir,VER,533.51
1232,devinrent,devenir,VER,533.51
1237,devint,devenir,VER,533.51
1241,ouverte,ouvrir,VER,492.5
1242,ouvertes,ouvrir,VER,492.5
1246,ouvrait,ouvrir,VER,492.5
1248,ouvre,ouvrir,VER,492.5
1249,ouvrent,ouvrir,VER,492.5
1250,ouvres,ouvrir,VER,492.5
1251,ouvrez,ouvrir,VER,492.5
1254,ouvrir,ouvrir,VER,492.5
1255,ouvrira,ouvrir,VER,492.5
1266,ouvriront,ouvrir,VER,492.5
1269,ouvrit,ouvrir,VER,492.5
1273,revenaient,revenir,VER,490.54
1275,revenait,revenir,VER,490.54
1277,revenez,revenir,VER,490.54
1280,revenir,revenir,VER,490.54
1281,revenons,revenir,VER,490.54
1286,reviendra,revenir,VER,490.54
1287,reviendrai,revenir,VER,490.54
1290,reviendrait,revenir,VER,490.54
1295,reviendrons,revenir,VER,490.54
1296,reviendront,revenir,VER,490.54
1297,revienne,revenir,VER,490.54
1298,reviennent,revenir,VER,490.54
1300,reviens,revenir,VER,490.54
1301,revient,revenir,VER,490.54
1305,revint,revenir,VER,490.54
1307,pars,partir,VER,485.68
1308,part,partir,VER,485.68
1309,partaient,partir,VER,485.68
1311,partait,partir,VER,485.68
1313,parte,partir,VER,485.68
1314,partent,partir,VER,485.68
1316,partez,partir,VER,485.68
1322,partir,partir,VER,485.68
1323,partira,partir,VER,485.68
1334,partiront,partir,VER,485.68
1338,partit,partir,VER,485.68
1339,partons,partir,VER,485.68
1342,porta,porter,VER,474.93
1344,portaient,porter,VER,474.93
1345,portais,porter,VER,474.93
1346,portait,porter,VER,474.93
1350,portent,porter,VER,474.93
1351,porter,porter,VER,474.93
1352,portera,porter,VER,474.93
1356,porterait,porter,VER,474.93
1361,porteront,porter,VER,474.93
1363,portez,porter,VER,474.93
1365,portions,porter,VER,474.93
1366,portons,porter,VER,474.93
1369,portèrent,porter,VER,474.93
1374,rend,rendre,VER,468.11
1375,rendaient,rendre,VER,468.11
1377,rendait,rendre,VER,468.11
1378,rendant,rendre,VER,468.11
1379,rende,rendre,VER,468.11
1380,rendent,rendre,VER,468.11
1382,rendez,rendre,VER,468.11
1385,rendirent,rendre,VER,468.11
1389,rendit,rendre,VER,468.11
1390,rendons,rendre,VER,468.11
1391,rendra,rendre,VER,468.11
1395,rendrait,rendre,VER,468.11
1397,rendre,rendre,VER,468.11
1401,rendront,rendre,VER,468.11
1402,rends,rendre,VER,468.11
1404,rendue,rendre,VER,468.11
1405,rendues,rendre,VER,468.11
1409,répond,répondre,VER,466.76
1412,répondait,répondre,VER,466.76
1414,réponde,répondre,VER,466.76
1415,répondent,répondre,VER,466.76
1417,répondez,répondre,VER,466.76
1422,répondit,répondre,VER,466.76
1424,répondra,répondre,VER,466.76
1430,répondre,répondre,VER,466.76
1434,répondront,répondre,VER,466.76
1435,réponds,répondre,VER,466.76
1436,répondu,répondre,VER,466.76
1440,appela,appeler,VER,465.34
1442,appelaient,appeler,VER,465.34
1444,appelait,appeler,VER,465.34
1446,appeler,appeler,VER,465.34
1447,appelez,appeler,VER,465.34
1450,appelle,appeler,VER,465.34
1451,appellent,appeler,VER,465.34
1452,appellera,appeler,VER,465.34
1464,appelons,appeler,VER,465.34
1471,arrêta,arrêter,VER,462.5
1475,arrêtait,arrêter,VER,462.5
1476,arrêtant,arrêter,VER,462.5
1478,arrête,arrêter,VER,462.5
1479,arrêtent,arrêter,VER,462.5
1480,arrêter,arrêter,VER,462.5
1481,arrêtera,arrêter,VER,462.5
1493,arrêtez,arrêter,VER,462.5
1501,arrêtée,arrêter,VER,462.5
1502,arrêtées,arrêter,VER,462.5
1504,vis,vivre,VER,460.34
1505,vit,vivre,VER,460.34
1506,vivaient,vivre,VER,460.34
1508,vivait,vivre,VER,460.34
1511,vivent,vivre,VER,460.34
1513,vivez,vivre,VER,460.34
1516,vivons,vivre,VER,460.34
1517,vivra,vivre,VER,460.34
1523,vivre,vivre,VER,460.34
1530,vécue,vivre,VER,460.34
1531,vécues,vivre,VER,460.34
1535,vécut,vivre,VER,460.34
1538,chercha,chercher,VER,448.99
1540,cherchaient,chercher,VER,448.99
1541,cherchais,chercher,VER,448.99
1542,cherchait,chercher,VER,448.99
1543,cherchant,chercher,VER,448.99
1545,cherche,chercher,VER,448.99
1546,cherchent,chercher,VER,448.99
1547,chercher,chercher,VER,448.99
1548,cherchera,chercher,VER,448.99
1559,cherches,chercher,VER,448.99
1560,cherchez,chercher,VER,448.99
1563,cherchons,chercher,VER,448.99
1567,cherché,chercher,VER,448.99
1572,paraissaient,paraître,VER,448.11
1574,paraissait,paraître,VER,448.11
1577,paraissent,paraître,VER,448.11
1582,paraît,paraître,VER,448.11
1583,paraîtra,paraître,VER,448.11
1589,paraître,paraître,VER,448.11
1592,paru,paraître,VER,448.11
1593,parue,paraître,VER,448.11
1595,parus,paraître,VER,448.11
1597,parut,paraître,VER,448.11
1599,tomba,tomber,VER,441.42
1601,tombaient,tomber,VER,441.42
1603,tombait,tomber,VER,441.42
1605,tombe,tomber,VER,441.42
1606,tombent,tomber,VER,441.42
1607,tomber,tomber,VER,441.42
1608,tombera,tomber,VER,441.42
1619,tombes,tomber,VER,441.42
1631,leva,lever,VER,440.74
